17900: Tangut表意文字L2008-3139
17901: Tangut表意文字L2008-3200
17902: Tangut表意文字L2008-3201
17903: Tangut表意文字L2008-2189
17904: Tangut表意文字L2008-2082
17905: Tangut表意文字L2008-2201
17906: Tangut表意文字L2008-2214
17907: Tangut表意文字L2008-2775
17908: Tangut表意文字L2008-2295
17909: Tangut表意文字L2008-2075
1790A: Tangut表意文字L2008-2629
1790B: Tangut表意文字L2008-2194
1790C: Tangut表意文字L2008-2196
1790D: Tangut表意文字L2008-2473
1790E: Tangut表意文字L2008-2661
1790F: Tangut表意文字L2008-2609
17910: Tangut表意文字L2008-2650
17911: Tangut表意文字L2008-3210
17912: Tangut表意文字L2008-3305
17913: Tangut表意文字L2008-3228
17914: Tangut表意文字L2008-3306
17915: Tangut表意文字L2008-2469
17916: Tangut表意文字L2008-2216
17917: Tangut表意文字L1997-5998
17918: Tangut表意文字L2008-3182
17919: Tangut表意文字L2008-2645
1791A: Tangut表意文字L2008-3241
1791B: Tangut表意文字L2008-2649
1791C: Tangut表意文字L2008-2688
1791D: Tangut表意文字L2008-2749
1791E: Tangut表意文字L2008-2643
1791F: Tangut表意文字L2008-3641
17920: Tangut表意文字L2008-3691
17921: Tangut表意文字L2008-3590
17922: Tangut表意文字L2008-3791
17923: Tangut表意文字L2008-3569
17924: Tangut表意文字L2008-3565
17925: Tangut表意文字L2008-3787
17926: Tangut表意文字L2008-3676
17927: Tangut表意文字L2008-3805
17928: Tangut表意文字L2008-3570
17929: Tangut表意文字L2008-3628
1792A: Tangut表意文字L2008-2777
1792B: Tangut表意文字L2008-3622
1792C: Tangut表意文字L2008-3591
1792D: Tangut表意文字L2008-3128
1792E: Tangut表意文字L2008-3360
1792F: Tangut表意文字L2008-3173
17930: Tangut表意文字L2008-2739
17931: Tangut表意文字L2008-3248
17932: Tangut表意文字L2008-3250
17933: Tangut表意文字L2008-2888
17934: Tangut表意文字L2008-3207
17935: Tangut表意文字L2008-2176
17936: Tangut表意文字L2008-2518
17937: Tangut表意文字L2008-3614
17938: Tangut表意文字L2008-2197
17939: Tangut表意文字L2008-3121
1793A: Tangut表意文字L2008-2466
1793B: Tangut表意文字L2008-2467
1793C: Tangut表意文字L2008-2491
1793D: Tangut表意文字L2008-2617
1793E: Tangut表意文字L2008-2447
1793F: Tangut表意文字L2008-2127
17940: Tangut表意文字L2008-2225
17941: Tangut表意文字L2008-2118
17942: Tangut表意文字L2008-3215
17943: Tangut表意文字L2008-2205
17944: Tangut表意文字L2008-2630
17945: Tangut表意文字L2008-2610
17946: Tangut表意文字L2008-3631
17947: Tangut表意文字L2008-3212
17948: Tangut表意文字L2008-3258
17949: Tangut表意文字L2008-2747
1794A: Tangut表意文字L2008-2203
1794B: Tangut表意文字L2008-2128
1794C: Tangut表意文字L2008-2231
1794D: Tangut表意文字L2008-2296
1794E: Tangut表意文字L2008-2212
1794F: Tangut表意文字L2008-2250
17950: Tangut表意文字L2008-2611
17951: Tangut表意文字L2008-3118
17952: Tangut表意文字L2008-2195
17953: Tangut表意文字L2008-2857
17954: Tangut表意文字L2008-2753
17955: Tangut表意文字L2008-3782
17956: Tangut表意文字L2008-3679
17957: Tangut表意文字L2008-3234
17958: Tangut表意文字L2008-3222
17959: Tangut表意文字L2008-3214
1795A: Tangut表意文字L2008-3281
1795B: Tangut表意文字L2008-2778
1795C: Tangut表意文字L2008-2606
1795D: Tangut表意文字L2008-2637
1795E: Tangut表意文字L2008-2776
1795F: Tangut表意文字L2008-2604
17960: Tangut表意文字L2008-2638
17961: Tangut表意文字L2008-3566
17962: Tangut表意文字L2008-3636
17963: Tangut表意文字L2008-3788
17964: Tangut表意文字L2008-3574
