18600: Tangut表意文字L2008-1699
18601: Tangut表意文字L2008-0893
18602: Tangut表意文字L2008-0872
18603: Tangut表意文字L2008-0750
18604: Tangut表意文字L2008-0169
18605: Tangut表意文字L2008-0228
18606: Tangut表意文字L2008-0941
18607: Tangut表意文字L2008-0501
18608: Tangut表意文字L2008-1647
18609: Tangut表意文字L2008-0854
1860A: Tangut表意文字L2008-1620
1860B: Tangut表意文字L2008-1482
1860C: Tangut表意文字L2008-0621
1860D: Tangut表意文字L2008-0726
1860E: Tangut表意文字L2008-1808
1860F: Tangut表意文字L2008-0622
18610: Tangut表意文字L2008-0356
18611: Tangut表意文字L2008-0540
18612: Tangut表意文字L2008-0689
18613: Tangut表意文字L2008-1231
18614: Tangut表意文字L2008-0339
18615: Tangut表意文字L2008-0690
18616: Tangut表意文字L2008-1677
18617: Tangut表意文字L2008-1856
18618: Tangut表意文字L2008-1348
18619: Tangut表意文字L2008-0742
1861A: Tangut表意文字L2008-0998
1861B: Tangut表意文字L2008-0171
1861C: Tangut表意文字L2008-0479
1861D: Tangut表意文字L2008-1087
1861E: Tangut表意文字L2008-1846
1861F: Tangut表意文字L2008-1648
18620: Tangut表意文字L2008-1033
18621: Tangut表意文字L2008-0758
18622: Tangut表意文字L2008-0490
18623: Tangut表意文字L2008-1278
18624: Tangut表意文字L2008-1153
18625: Tangut表意文字L2008-1279
18626: Tangut表意文字L2008-0322
18627: Tangut表意文字L2008-0375
18628: Tangut表意文字L2008-1213
18629: Tangut表意文字L2008-1725
1862A: Tangut表意文字L2008-1325
1862B: Tangut表意文字L2008-0251
1862C: Tangut表意文字L2008-0353
1862D: Tangut表意文字L2008-0385
1862E: Tangut表意文字L2008-0261
1862F: Tangut表意文字L2008-0304
18630: Tangut表意文字L2008-0314
18631: Tangut表意文字L2008-0323
18632: Tangut表意文字L2008-0252
18633: Tangut表意文字L2008-0679
18634: Tangut表意文字L2008-0698
18635: Tangut表意文字L2008-1679
18636: Tangut表意文字L2008-1712
18637: Tangut表意文字L2008-1239
18638: Tangut表意文字L2008-1238
18639: Tangut表意文字L2008-0386
1863A: Tangut表意文字L2008-0278
1863B: Tangut表意文字L2008-0268
1863C: Tangut表意文字L2008-1761
1863D: Tangut表意文字L2008-1411
1863E: Tangut表意文字L2008-0564
1863F: Tangut表意文字L2008-0808
18640: Tangut表意文字L2008-0697
18641: Tangut表意文字L2008-1672
18642: Tangut表意文字L2008-1866
18643: Tangut表意文字L2008-1859
18644: Tangut表意文字L2008-1680
18645: Tangut表意文字L2008-1744
18646: Tangut表意文字L2008-1197
18647: Tangut表意文字L2008-0795
18648: Tangut表意文字L2008-0882
18649: Tangut表意文字L2008-0580
1864A: Tangut表意文字L2008-1762
1864B: Tangut表意文字L2008-0809
1864C: Tangut表意文字L2008-1326
1864D: Tangut表意文字L2008-0878
1864E: Tangut表意文字L2008-0354
1864F: Tangut表意文字L2008-0801
18650: Tangut表意文字L2008-0376
18651: Tangut表意文字L2008-1405
18652: Tangut表意文字L2008-0601
18653: Tangut表意文字L2008-0810
18654: Tangut表意文字L2008-0296
18655: Tangut表意文字L2008-1729
18656: Tangut表意文字L2008-1773
18657: Tangut表意文字L2008-1221
18658: Tangut表意文字L2008-1240
18659: Tangut表意文字N1966-297-097
1865A: Tangut表意文字L2008-0341
1865B: Tangut表意文字L2008-0288
1865C: Tangut表意文字L2008-1854
1865D: Tangut表意文字L2008-0796
1865E: Tangut表意文字L2008-0802
1865F: Tangut表意文字L2008-1390
18660: Tangut表意文字L2008-1730
18661: Tangut表意文字L2008-0581
18662: Tangut表意文字L2008-1391
18663: Tangut表意文字L2008-0716
18664: Tangut表意文字L2008-1731
18665: Tangut表意文字L2008-0594
18666: Tangut表意文字L2008-0297
18667: Tangut表意文字L2008-1212
18668: Tangut表意文字L2008-1610
18669: Tangut表意文字L2008-0985
1866A: Tangut表意文字L2008-0670
1866B: Tangut表意文字L2008-5872
1866C: Tangut表意文字L2008-1043
1866D: Tangut表意文字L2008-0668
1866E: Tangut表意文字L2008-1659
1866F: Tangut表意文字L2008-0521
18670: Tangut表意文字L2008-1608
18671: Tangut表意文字L2008-1660
18672: Tangut表意文字L2008-0443
18673: Tangut表意文字L2008-0459
18674: Tangut表意文字L2008-0458
18675: Tangut表意文字L2008-0460
18676: Tangut表意文字L2008-0624
18677: Tangut表意文字L2008-1816
18678: Tangut表意文字L2008-1541
18679: Tangut表意文字L2008-0890
1867A: Tangut表意文字L2008-0451
1867B: Tangut表意文字L2008-0889
1867C: Tangut表意文字L2008-0730
1867D: Tangut表意文字L2008-0664
1867E: Tangut表意文字L2008-1601
1867F: Tangut表意文字L2008-1280
18680: Tangut表意文字L2008-2597
18681: Tangut表意文字L2008-3032
18682: Tangut表意文字L2008-0658
18683: Tangut表意文字L2008-1618
18684: Tangut表意文字L2008-0172
18685: Tangut表意文字L2008-1848
18686: Tangut表意文字L2008-0362
18687: Tangut表意文字L2008-0324
18688: Tangut表意文字L2008-0263
18689: Tangut表意文字L2008-1853
1868A: Tangut表意文字L2008-1874
1868B: Tangut表意文字L2008-0549
1868C: Tangut表意文字L2008-4022
1868D: Tangut表意文字L2008-4430
1868E: Tangut表意文字L2008-4453
1868F: Tangut表意文字L2008-4441
18690: Tangut表意文字L2008-4274
18691: Tangut表意文字L2008-4446
18692: Tangut表意文字L2008-4461
18693: Tangut表意文字L2008-4432
18694: Tangut表意文字L2008-4625
18695: Tangut表意文字L2008-0200
18696: Tangut表意文字L2008-1018
18697: Tangut表意文字L2008-0642
18698: Tangut表意文字L2008-0552
18699: Tangut表意文字L2008-1681
1869A: Tangut表意文字L2008-0265
1869B: Tangut表意文字L2008-0554
1869C: Tangut表意文字L2008-0883
1869D: Tangut表意文字L2008-1328
1869E: Tangut表意文字L1997-5995
1869F: Tangut表意文字L2008-0308
186A0: Tangut表意文字L2008-4554
186A1: Tangut表意文字L2008-0523-4565
186A2: Tangut表意文字L2008-0762
186A3: Tangut表意文字L2008-0237
186A4: Tangut表意文字L2008-4671
186A5: Tangut表意文字L2008-4579
186A6: Tangut表意文字L2008-4561
186A7: Tangut表意文字L2008-4654
186A8: Tangut表意文字L2008-0551
186A9: Tangut表意文字L2008-2810
186AA: Tangut表意文字L2008-2524
186AB: Tangut表意文字L2008-2522
186AC: Tangut表意文字L2008-3727
186AD: Tangut表意文字L2008-2305
186AE: Tangut表意文字L2008-2690
186AF: Tangut表意文字L2008-2526
186B0: Tangut表意文字L2008-2689
186B1: Tangut表意文字L2008-3810
186B2: Tangut表意文字L2008-2895
186B3: Tangut表意文字L2008-2301
186B4: Tangut表意文字L2008-2525
186B5: Tangut表意文字L2008-3724
186B6: Tangut表意文字L2008-2302
186B7: Tangut表意文字L2008-2811
186B8: Tangut表意文字L2008-3395
186B9: Tangut表意文字L2008-2304
186BA: Tangut表意文字L2008-3394
186BB: Tangut表意文字L2008-4630
186BC: Tangut表意文字L2008-6030
186BD: Tangut表意文字L2008-2402
186BE: Tangut表意文字L2008-2043
186BF: Tangut表意文字L2008-3878
186C0: Tangut表意文字L2008-3889
186C1: Tangut表意文字L2008-4011
186C2: Tangut表意文字L2008-4015
186C3: Tangut表意文字L2008-3819
186C4: Tangut表意文字L2008-3847
186C5: Tangut表意文字L2008-3865
186C6: Tangut表意文字L2008-3972
186C7: Tangut表意文字L2008-3879
186C8: Tangut表意文字L2008-3867
186C9: Tangut表意文字L2008-3965
186CA: Tangut表意文字L2008-3999
186CB: Tangut表意文字L2008-5803
186CC: Tangut表意文字L2008-5774
186CD: Tangut表意文字L2008-4674
186CE: Tangut表意文字L2008-5135
186CF: Tangut表意文字L2008-5709
186D0: Tangut表意文字L2008-5128
186D1: Tangut表意文字L2008-6068
186D2: Tangut表意文字L2008-5262
186D3: Tangut表意文字L2008-5830
186D4: Tangut表意文字L2008-5578
186D5: Tangut表意文字L2008-5542
186D6: Tangut表意文字L2008-4881
186D7: Tangut表意文字L2008-5789
186D8: Tangut表意文字L2008-5673
186D9: Tangut表意文字L2008-4948
186DA: Tangut表意文字L2008-5202
186DB: Tangut表意文字L2008-5319
186DC: Tangut表意文字L2008-5036
186DD: Tangut表意文字L2008-5409
186DE: Tangut表意文字L2008-5210
186DF: Tangut表意文字L2008-5305
186E0: Tangut表意文字L2008-5844
186E1: Tangut表意文字L2008-5094
186E2: Tangut表意文字L2008-5264
186E3: Tangut表意文字L2008-5505
186E4: Tangut表意文字L2008-5544
186E5: Tangut表意文字L2008-5130
186E6: Tangut表意文字L2008-5500
186E7: Tangut表意文字L2008-5196
186E8: Tangut表意文字L2008-5400
186E9: Tangut表意文字L2008-5576
186EA: Tangut表意文字L2008-5347
186EB: Tangut表意文字L2008-5259
186EC: Tangut表意文字L2008-5687
186ED: Tangut表意文字L2008-5656
186EE: Tangut表意文字L2008-5288
186EF: Tangut表意文字L2008-5551
186F0: Tangut表意文字L2008-5552
186F1: Tangut表意文字L2008-5466
186F2: Tangut表意文字L2008-5083
186F3: Tangut表意文字L2008-5137
186F4: Tangut表意文字L2008-5138
186F5: Tangut表意文字L2008-4859
186F6: Tangut表意文字L2008-5223
186F7: Tangut表意文字L2008-5211
186F8: Tangut表意文字L2008-5320
186F9: Tangut表意文字L2008-5753
186FA: Tangut表意文字L2008-5453
186FB: Tangut表意文字L2008-5179
186FC: Tangut表意文字H2004-A-5647
186FD: Tangut表意文字L2008-1546
186FE: Tangut表意文字L2008-0736
186FF: Tangut表意文字L2008-0891
